,sector,state,district,sex,age,cwstype,wage,edu_cat,log_wage
18597,1,Assam,1,male,56,self employed,16000,below middle,9.680344001
39023,1,Bihar,33,male,35,self employed,7000,below middle,8.853665428
22470,2,Andhra Pradesh,2,male,44,self employed,12000,below middle,9.392661929
145063,2,Bihar,5,male,32,self employed,10000,Graduate & above,9.210340372
34075,1,Manipur,1,female,32,self employed,19000,below middle,9.852194258
28187,1,Madhya Pradesh,41,male,55,self employed,14000,below middle,9.546812609
29050,2,Uttar Pradesh,2,male,42,regular wage/salaried employees,25000,below middle,10.1266311
141405,2,Maharashtra,25,male,47,self employed,1,Graduate & above,0
98383,2,Delhi,7,male,60,regular wage/salaried employees,40000,Secondary & higher,10.59663473
125195,2,Tamil Nadu,31,male,60,regular wage/salaried employees,1,Graduate & above,0
90047,2,Kerala,8,male,60,regular wage/salaried employees,8000,Secondary & higher,8.987196821
1120,1,Uttrakhand,12,female,38,self employed,5500,below middle,8.612503371
139231,2,Jharkhand,19,female,42,self employed,15000,Graduate & above,9.61580548
54790,2,Manipur,6,male,34,regular wage/salaried employees,7000,below middle,8.853665428
37569,1,Mizoram,4,male,25,regular wage/salaried employees,20000,below middle,9.903487553
66267,2,Uttar Pradesh,14,female,56,regular wage/salaried employees,1,below middle,0
130806,2,West Bengal,15,male,28,regular wage/salaried employees,15000,Graduate & above,9.61580548
67211,1,Tripura,1,female,53,regular wage/salaried employees,5500,below middle,8.612503371
16461,1,Himachal Pradesh,2,male,33,casual labour,18200,below middle,9.809176873
113442,2,Madhya Pradesh,10,male,28,regular wage/salaried employees,1,Secondary & higher,0
82334,1,Jharkhand,12,female,36,casual labour,3900,below middle,8.268731832
91756,2,Goa,2,male,45,self employed,65000,Secondary & higher,11.08214255
72247,1,Maharashtra,17,female,50,casual labour,2600,below middle,7.863266724
13912,1,Chhattisgarh,7,male,40,self employed,1,below middle,0
56476,1,Bihar,29,male,40,casual labour,9100,below middle,9.116029693
75371,1,Madhya Pradesh,19,female,45,self employed,1,below middle,0
116387,1,Nagaland,7,female,29,self employed,1,Secondary & higher,0
90428,2,J&K,19,female,33,regular wage/salaried employees,2000,Secondary & higher,7.60090246
68786,1,Kerala,8,female,63,self employed,1,below middle,0
34651,2,Puducherry,2,male,28,regular wage/salaried employees,17000,below middle,9.740968623
112761,1,Karnataka,1,female,32,self employed,1500,Secondary & higher,7.313220387
13389,1,Chhattisgarh,23,female,38,self employed,1,below middle,0
130047,2,Odisha,6,female,58,regular wage/salaried employees,32000,Graduate & above,10.37349118
29630,2,Uttar Pradesh,10,male,25,regular wage/salaried employees,1,below middle,0
16603,1,Haryana,16,male,74,self employed,10000,below middle,9.210340372
77391,2,Uttar Pradesh,17,male,75,self employed,8000,below middle,8.987196821
11855,1,Assam,6,male,51,regular wage/salaried employees,3500,below middle,8.160518247
25496,1,West Bengal,9,female,45,casual labour,4333.333,below middle,8.374092271
99671,2,Karnataka,7,male,53,casual labour,6066.667,Secondary & higher,8.710564639
39261,1,Rajasthan,14,male,20,regular wage/salaried employees,5000,below middle,8.517193191
101375,2,Punjab,3,male,29,regular wage/salaried employees,6900,Secondary & higher,8.839276691
70980,2,Bihar,32,male,60,regular wage/salaried employees,1,below middle,0
18310,1,Assam,6,male,45,regular wage/salaried employees,6500,below middle,8.779557456
4257,2,Gujarat,25,male,33,regular wage/salaried employees,15000,below middle,9.61580548
9748,2,Meghalaya,2,male,36,self employed,15000,below middle,9.61580548
51819,1,Maharashtra,26,male,59,self employed,17000,below middle,9.740968623
98682,1,Rajasthan,17,male,27,self employed,7000,Secondary & higher,8.853665428
71484,2,Punjab,7,female,31,regular wage/salaried employees,1500,below middle,7.313220387
96112,1,West Bengal,7,male,45,self employed,10000,Secondary & higher,9.210340372
6464,1,J&K,15,female,41,self employed,1,below middle,0
106635,1,Maharashtra,7,male,58,self employed,3800,Secondary & higher,8.242756346
116117,1,Chhattisgarh,12,male,30,self employed,4500,Secondary & higher,8.411832676
75395,2,Tamil Nadu,7,male,51,regular wage/salaried employees,7000,below middle,8.853665428
134904,1,Maharashtra,35,male,60,self employed,20000,Graduate & above,9.903487553
8644,1,Chhattisgarh,9,female,46,self employed,9500,below middle,9.159047078
43655,1,Bihar,14,male,18,self employed,2000,below middle,7.60090246
22560,2,West Bengal,7,female,16,self employed,2000,below middle,7.60090246
113058,1,Maharashtra,11,female,38,casual labour,4550,Secondary & higher,8.422882512
66506,1,Rajasthan,7,male,75,self employed,6500,below middle,8.779557456
105136,2,Punjab,7,male,35,regular wage/salaried employees,30000,Secondary & higher,10.30895266
49403,1,Odisha,16,male,50,self employed,6000,below middle,8.699514748
105609,2,Odisha,24,male,27,regular wage/salaried employees,20000,Secondary & higher,9.903487553
118317,1,Meghalaya,1,male,35,self employed,10000,Secondary & higher,9.210340372
136512,2,Maharashtra,7,male,40,self employed,50000,Graduate & above,10.81977828
22629,1,Tamil Nadu,7,male,43,self employed,1,below middle,0
47381,2,Haryana,3,male,42,casual labour,6933.333,below middle,8.844095929
122451,1,Uttar Pradesh,52,male,23,self employed,1,Secondary & higher,0
65432,2,Bihar,15,male,35,self employed,8000,below middle,8.987196821
29894,2,Andhra Pradesh,13,male,43,self employed,10000,below middle,9.210340372
87092,1,Himachal Pradesh,10,male,22,regular wage/salaried employees,8000,Secondary & higher,8.987196821
44117,1,Meghalaya,2,female,43,self employed,1,below middle,0
102157,1,Madhya Pradesh,13,male,35,self employed,7000,Secondary & higher,8.853665428
67401,1,Chhattisgarh,6,male,45,self employed,12500,below middle,9.433483923
44863,1,J&K,15,female,49,self employed,1200,below middle,7.090076836
30646,1,Maharashtra,29,male,26,self employed,9000,below middle,9.104979856
144058,2,Manipur,6,female,42,regular wage/salaried employees,18000,Graduate & above,9.798127037
121567,1,Chhattisgarh,7,male,28,casual labour,5460,Secondary & higher,8.605204069
61589,2,Haryana,8,male,19,regular wage/salaried employees,8500,below middle,9.047821442
115383,1,Nagaland,2,female,51,self employed,15000,Secondary & higher,9.61580548
45416,1,Chhattisgarh,17,male,24,self employed,1,below middle,0
12930,2,Uttrakhand,12,male,55,self employed,8500,below middle,9.047821442
4512,1,Gujarat,24,male,23,self employed,2000,below middle,7.60090246
53110,1,Haryana,6,male,49,self employed,12500,below middle,9.433483923
76892,1,Uttar Pradesh,24,male,50,self employed,4800,below middle,8.476371197
28914,1,Telangana,31,female,38,self employed,1,below middle,0
37811,2,Mizoram,2,male,55,casual labour,10400,below middle,9.249561085
54767,1,Rajasthan,4,female,35,self employed,1,below middle,0
77401,1,Bihar,16,male,45,self employed,8000,below middle,8.987196821
143216,2,Assam,2,male,45,self employed,12000,Graduate & above,9.392661929
88495,2,Tamil Nadu,32,female,28,casual labour,9100,Secondary & higher,9.116029693
114406,2,Maharashtra,26,male,53,self employed,20000,Secondary & higher,9.903487553
138561,2,Maharashtra,22,male,26,regular wage/salaried employees,20000,Graduate & above,9.903487553
127898,2,Maharashtra,27,male,46,self employed,3500,Graduate & above,8.160518247
130063,2,Kerala,11,male,31,regular wage/salaried employees,25000,Graduate & above,10.1266311
83079,1,Uttar Pradesh,37,female,57,casual labour,6066.667,below middle,8.710564639
127221,2,Maharashtra,25,female,27,regular wage/salaried employees,60000,Graduate & above,11.00209984
12236,2,Andhra Pradesh,6,male,39,regular wage/salaried employees,30000,below middle,10.30895266
80227,1,Uttar Pradesh,1,male,50,casual labour,10400,below middle,9.249561085
84430,1,Tamil Nadu,9,female,25,regular wage/salaried employees,9500,below middle,9.159047078
141502,1,Manipur,1,male,50,self employed,20000,Graduate & above,9.903487553
48218,2,Mizoram,5,female,46,self employed,1,below middle,0
71950,1,Maharashtra,7,male,50,self employed,10500,below middle,9.259130536
138856,2,Uttar Pradesh,33,male,37,regular wage/salaried employees,36000,Graduate & above,10.49127422
44969,1,Tamil Nadu,5,female,58,casual labour,2816.667,below middle,7.94330955
36565,1,Maharashtra,19,female,45,self employed,1,below middle,0
143330,2,Mizoram,2,male,31,regular wage/salaried employees,32000,Graduate & above,10.37349118
24515,1,Odisha,7,female,38,self employed,1,below middle,0
74938,1,Chhattisgarh,23,female,41,self employed,1,below middle,0
26671,1,J&K,16,female,39,self employed,1,below middle,0
11594,1,Odisha,25,male,56,self employed,5500,below middle,8.612503371
4765,1,Odisha,19,female,35,casual labour,4333.333,below middle,8.374092271
127952,2,Tamil Nadu,3,female,19,regular wage/salaried employees,10000,Graduate & above,9.210340372
28555,1,Tamil Nadu,12,male,30,regular wage/salaried employees,9000,below middle,9.104979856
66783,1,Manipur,3,male,20,self employed,1,below middle,0
96081,1,Uttar Pradesh,46,male,50,self employed,5000,Secondary & higher,8.517193191
57106,1,Rajasthan,13,male,60,self employed,20000,below middle,9.903487553
114569,1,Madhya Pradesh,39,male,21,casual labour,6066.667,Secondary & higher,8.710564639
126730,2,Madhya Pradesh,27,male,48,regular wage/salaried employees,1,Graduate & above,0
67153,1,J&K,14,female,46,self employed,1,below middle,0
67033,2,Manipur,7,female,27,self employed,5000,below middle,8.517193191
53730,1,Tamil Nadu,27,female,38,regular wage/salaried employees,2500,below middle,7.824046011
130794,2,Punjab,22,female,39,regular wage/salaried employees,42500,Graduate & above,10.65725935
68383,1,Kerala,5,male,48,regular wage/salaried employees,18000,below middle,9.798127037
14898,1,Manipur,5,female,65,self employed,1,below middle,0
3414,1,Uttar Pradesh,58,female,60,self employed,1,below middle,0
43112,2,Karnataka,24,female,38,self employed,5000,below middle,8.517193191
119238,1,Maharashtra,18,male,36,casual labour,6066.667,Secondary & higher,8.710564639
66027,1,Mizoram,6,male,46,self employed,10000,below middle,9.210340372
82142,2,Meghalaya,6,male,37,casual labour,1560,below middle,7.3524411
66175,2,Kerala,13,female,41,regular wage/salaried employees,4800,below middle,8.476371197
4568,1,Karnataka,17,male,68,self employed,12500,below middle,9.433483923
96459,1,Uttar Pradesh,26,female,21,self employed,550,Secondary & higher,6.309918278
34022,1,Manipur,9,male,57,self employed,1,below middle,0
65252,1,Tamil Nadu,6,male,39,casual labour,9100,below middle,9.116029693
87376,1,Uttar Pradesh,65,male,49,regular wage/salaried employees,18500,Secondary & higher,9.825526011
23389,1,Uttar Pradesh,24,male,45,self employed,9800,below middle,9.190137665
6706,1,Karnataka,12,male,22,casual labour,7583.333,below middle,8.933708092
59624,1,Rajasthan,9,male,48,self employed,8000,below middle,8.987196821
146377,2,Assam,23,male,23,regular wage/salaried employees,12000,Graduate & above,9.392661929
80945,2,Chhattisgarh,9,male,50,regular wage/salaried employees,13500,below middle,9.510444964
120069,1,Madhya Pradesh,36,male,45,casual labour,2275,Secondary & higher,7.729735331
77943,2,Karnataka,10,male,37,self employed,8000,below middle,8.987196821
25727,1,Maharashtra,11,male,38,self employed,10000,below middle,9.210340372
83108,1,Odisha,6,female,24,self employed,4200,below middle,8.342839804
31118,1,Rajasthan,26,male,50,self employed,5200,below middle,8.556413905
144827,2,Meghalaya,1,male,47,regular wage/salaried employees,47250,Graduate & above,10.76320793
142951,1,Odisha,13,male,56,regular wage/salaried employees,17000,Graduate & above,9.740968623
45853,1,Bihar,19,male,35,regular wage/salaried employees,8000,below middle,8.987196821
83251,1,West Bengal,8,male,25,casual labour,4550,below middle,8.422882512
72493,1,Kerala,2,male,34,casual labour,6500,below middle,8.779557456
56870,1,Telangana,8,female,45,casual labour,4333.333,below middle,8.374092271
49610,1,Puducherry,2,male,64,regular wage/salaried employees,9500,below middle,9.159047078
38237,1,West Bengal,6,male,34,casual labour,8666.667,below middle,9.067239567
98687,2,Mizoram,3,male,53,self employed,15000,Secondary & higher,9.61580548
145239,2,Tamil Nadu,3,male,33,regular wage/salaried employees,12000,Graduate & above,9.392661929
48943,1,Maharashtra,24,male,45,self employed,12000,below middle,9.392661929
41614,2,Nagaland,5,male,22,regular wage/salaried employees,6000,below middle,8.699514748
2131,2,Madhya Pradesh,46,female,30,self employed,1,below middle,0
51690,1,Andhra Pradesh,4,male,43,self employed,4500,below middle,8.411832676
61357,2,Uttar Pradesh,66,male,64,self employed,20000,below middle,9.903487553
83662,2,Tamil Nadu,11,male,41,casual labour,12133.33,below middle,9.40371149
29537,1,Assam,27,male,49,self employed,12950,below middle,9.468851067
43758,1,Haryana,13,female,30,self employed,1,below middle,0
95120,1,Andhra Pradesh,5,male,28,regular wage/salaried employees,12000,Secondary & higher,9.392661929
34770,1,J&K,21,male,48,self employed,20000,below middle,9.903487553
55782,2,Tamil Nadu,31,male,44,self employed,20000,below middle,9.903487553
34539,2,Jharkhand,12,female,50,regular wage/salaried employees,3000,below middle,8.006367568
52216,1,J&K,7,female,35,self employed,1,below middle,0
69354,1,Rajasthan,33,male,25,self employed,1,below middle,0
73080,1,Tamil Nadu,7,male,22,casual labour,8666.667,below middle,9.067239567
37956,1,Uttar Pradesh,23,female,55,self employed,1,below middle,0
22081,1,Tamil Nadu,9,female,56,self employed,25000,below middle,10.1266311
68181,1,Rajasthan,21,female,18,self employed,1,below middle,0
81192,1,Mizoram,6,female,35,self employed,8000,below middle,8.987196821
68090,1,Rajasthan,29,male,35,casual labour,6066.667,below middle,8.710564639
30016,2,West Bengal,9,female,38,regular wage/salaried employees,4000,below middle,8.29404964
47939,2,A & N Island,3,male,58,regular wage/salaried employees,50000,below middle,10.81977828
92162,2,Tamil Nadu,9,male,45,casual labour,13216.67,Secondary & higher,9.489234191
131507,2,Madhya Pradesh,22,female,56,regular wage/salaried employees,10500,Graduate & above,9.259130536
40513,1,Tamil Nadu,6,male,52,casual labour,2166.667,below middle,7.680945321
85586,2,Madhya Pradesh,20,male,40,self employed,20000,Secondary & higher,9.903487553
66819,2,J&K,21,male,53,self employed,15000,below middle,9.61580548
97289,2,Meghalaya,1,male,43,self employed,18720,Secondary & higher,9.83734775
47353,1,Rajasthan,19,male,40,self employed,5500,below middle,8.612503371
71389,1,Bihar,6,female,26,self employed,1,below middle,0
38987,2,Madhya Pradesh,27,male,62,self employed,9000,below middle,9.104979856
107309,1,Tripura,4,male,26,self employed,9000,Secondary & higher,9.104979856
11618,2,Tamil Nadu,31,male,45,regular wage/salaried employees,1,below middle,0
21010,2,Maharashtra,21,male,37,regular wage/salaried employees,13000,below middle,9.472704636
11911,2,Mizoram,1,female,29,self employed,1,below middle,0
43867,1,Arunachal Pradesh,3,female,48,self employed,5300,below middle,8.5754621
34474,2,Uttar Pradesh,17,male,40,self employed,15000,below middle,9.61580548
40902,1,Nagaland,9,female,38,self employed,1,below middle,0
73948,2,Tamil Nadu,9,female,58,self employed,1,below middle,0
56995,1,Haryana,13,female,48,self employed,6000,below middle,8.699514748
142237,2,Haryana,18,female,32,regular wage/salaried employees,100000,Graduate & above,11.51292546
48229,1,West Bengal,10,male,56,self employed,4000,below middle,8.29404964
102977,2,Rajasthan,17,male,23,self employed,19000,Secondary & higher,9.852194258
12768,1,Madhya Pradesh,21,female,39,self employed,1,below middle,0
143324,2,Uttar Pradesh,57,male,35,regular wage/salaried employees,43800,Graduate & above,10.6873891
95456,1,Bihar,28,male,42,casual labour,12133.33,Secondary & higher,9.40371149
30550,1,Tamil Nadu,5,male,45,self employed,8500,below middle,9.047821442
101181,2,Madhya Pradesh,4,male,25,regular wage/salaried employees,7000,Secondary & higher,8.853665428
21142,1,Rajasthan,18,male,35,casual labour,6066.667,below middle,8.710564639
83050,1,West Bengal,2,male,26,self employed,6000,below middle,8.699514748
103070,2,Tamil Nadu,24,male,38,regular wage/salaried employees,8000,Secondary & higher,8.987196821
106397,1,Manipur,1,male,48,self employed,12000,Secondary & higher,9.392661929
145103,2,Manipur,7,female,54,regular wage/salaried employees,40000,Graduate & above,10.59663473
14658,2,Haryana,7,male,37,casual labour,13650,below middle,9.521494801
124782,2,Gujarat,7,male,22,regular wage/salaried employees,10000,Secondary & higher,9.210340372
63639,1,Nagaland,11,female,25,self employed,1,below middle,0
20423,1,Rajasthan,12,male,21,self employed,7500,below middle,8.9226583
44912,1,Assam,13,male,42,casual labour,10616.67,below middle,9.270180686
76137,1,Tamil Nadu,27,male,38,regular wage/salaried employees,15000,below middle,9.61580548
124368,1,Gujarat,15,male,43,self employed,6000,Secondary & higher,8.699514748
49059,1,Tamil Nadu,7,male,34,casual labour,9100,below middle,9.116029693
13028,2,Uttrakhand,11,male,25,self employed,7000,below middle,8.853665428
53697,2,Maharashtra,22,female,26,regular wage/salaried employees,8000,below middle,8.987196821
120320,1,West Bengal,9,male,27,self employed,600,Secondary & higher,6.396929655
142547,2,West Bengal,10,male,51,self employed,9600,Graduate & above,9.169518377
140894,2,Mizoram,8,male,30,self employed,20000,Graduate & above,9.903487553
103256,2,Telangana,3,male,30,casual labour,12133.33,Secondary & higher,9.40371149
133053,1,Punjab,3,female,33,regular wage/salaried employees,30000,Graduate & above,10.30895266
128182,2,Punjab,7,male,25,self employed,45000,Graduate & above,10.71441777
108342,1,Madhya Pradesh,25,female,28,self employed,1,Secondary & higher,0
110387,2,Jharkhand,12,male,25,casual labour,9100,Secondary & higher,9.116029693
79829,2,Manipur,5,male,25,regular wage/salaried employees,9000,below middle,9.104979856
18329,1,Punjab,12,male,55,self employed,40000,below middle,10.59663473
6425,1,Assam,10,male,62,self employed,12000,below middle,9.392661929
69224,2,Andhra Pradesh,3,female,59,regular wage/salaried employees,1200,below middle,7.090076836
111616,1,Uttar Pradesh,59,male,54,self employed,1400,Secondary & higher,7.244227516
118862,2,West Bengal,5,male,29,regular wage/salaried employees,1,Secondary & higher,0
95799,2,Goa,1,male,34,regular wage/salaried employees,24000,Secondary & higher,10.08580911
118352,2,Odisha,11,male,23,regular wage/salaried employees,9000,Secondary & higher,9.104979856
138649,1,Uttar Pradesh,41,male,30,regular wage/salaried employees,8000,Graduate & above,8.987196821
101699,2,Madhya Pradesh,39,male,25,self employed,6000,Secondary & higher,8.699514748
112498,2,Kerala,5,male,32,regular wage/salaried employees,12000,Secondary & higher,9.392661929
19578,1,West Bengal,10,male,55,self employed,6000,below middle,8.699514748
75324,1,Maharashtra,1,female,36,self employed,1,below middle,0
91015,2,Karnataka,10,female,38,self employed,4000,Secondary & higher,8.29404964
108543,1,Tamil Nadu,9,male,25,casual labour,11916.67,Secondary & higher,9.385693539
133017,2,Maharashtra,31,male,56,regular wage/salaried employees,50000,Graduate & above,10.81977828
54228,1,Punjab,13,male,30,self employed,10000,below middle,9.210340372
143241,1,Uttar Pradesh,57,male,21,self employed,1,Graduate & above,0
45218,1,Madhya Pradesh,19,male,55,self employed,18000,below middle,9.798127037
15621,1,Kerala,7,male,38,casual labour,12133.33,below middle,9.40371149
51165,1,Nagaland,2,female,41,self employed,5000,below middle,8.517193191
40674,1,Telangana,5,female,50,casual labour,7583.333,below middle,8.933708092
19447,1,Jharkhand,5,male,45,self employed,8000,below middle,8.987196821
56753,1,Karnataka,20,male,40,casual labour,9100,below middle,9.116029693
142778,2,Karnataka,18,female,33,regular wage/salaried employees,9000,Graduate & above,9.104979856
98033,2,Chhattisgarh,11,male,42,regular wage/salaried employees,8000,Secondary & higher,8.987196821
69519,1,J&K,12,female,30,self employed,5600,below middle,8.630521877
28399,1,Uttar Pradesh,46,male,48,self employed,1500,below middle,7.313220387
81037,1,Chhattisgarh,2,male,43,self employed,1800,below middle,7.495541944
139604,2,Tamil Nadu,1,male,27,regular wage/salaried employees,50000,Graduate & above,10.81977828
89907,2,Karnataka,6,male,48,regular wage/salaried employees,7000,Secondary & higher,8.853665428
47117,1,Kerala,8,male,50,self employed,2500,below middle,7.824046011
15197,1,Haryana,21,male,40,self employed,12000,below middle,9.392661929
79887,1,Andhra Pradesh,4,male,42,casual labour,7800,below middle,8.961879013
114547,2,A & N Island,3,male,25,regular wage/salaried employees,8000,Secondary & higher,8.987196821
46687,1,Bihar,1,male,48,casual labour,9100,below middle,9.116029693
101452,1,J&K,4,male,28,regular wage/salaried employees,3000,Secondary & higher,8.006367568
63139,1,Tamil Nadu,30,female,36,self employed,1,below middle,0
33142,1,Karnataka,8,male,65,self employed,30000,below middle,10.30895266
44608,1,Odisha,24,female,35,casual labour,2166.667,below middle,7.680945321
68661,1,Meghalaya,2,male,39,self employed,16000,below middle,9.680344001
25387,2,Maharashtra,20,male,45,casual labour,7583.333,below middle,8.933708092
101068,1,Gujarat,17,male,20,regular wage/salaried employees,6000,Secondary & higher,8.699514748
122956,2,Punjab,1,male,42,self employed,15000,Secondary & higher,9.61580548
45176,1,Haryana,8,male,40,self employed,8500,below middle,9.047821442
115060,2,Kerala,7,female,57,self employed,1,Secondary & higher,0
122261,2,Gujarat,7,female,30,self employed,1,Secondary & higher,0
112597,1,Telangana,9,female,38,regular wage/salaried employees,8000,Secondary & higher,8.987196821
17626,1,Haryana,4,male,30,casual labour,8666.667,below middle,9.067239567
57905,2,Delhi,3,male,46,self employed,15000,below middle,9.61580548
143977,1,Bihar,15,male,26,regular wage/salaried employees,1,Graduate & above,0
133505,2,Maharashtra,21,male,20,regular wage/salaried employees,10000,Graduate & above,9.210340372
53234,1,Nagaland,4,female,45,self employed,1,below middle,0
144703,2,J&K,12,male,31,regular wage/salaried employees,9500,Graduate & above,9.159047078
1593,2,West Bengal,12,male,65,self employed,5000,below middle,8.517193191
135369,1,Chhattisgarh,5,male,40,self employed,4000,Graduate & above,8.29404964
56681,1,Bihar,6,male,24,self employed,1,below middle,0
137137,2,Mizoram,2,female,31,self employed,1,Graduate & above,0
85454,1,Uttrakhand,1,male,22,casual labour,7583.333,Secondary & higher,8.933708092
115516,1,Bihar,31,male,32,self employed,9500,Secondary & higher,9.159047078
56909,2,Maharashtra,17,male,53,casual labour,5200,below middle,8.556413905
75007,1,Jharkhand,9,male,58,self employed,4200,below middle,8.342839804
6531,1,Maharashtra,26,male,27,casual labour,5200,below middle,8.556413905
62543,1,West Bengal,7,male,28,regular wage/salaried employees,6000,below middle,8.699514748
10847,2,Madhya Pradesh,25,male,35,self employed,18000,below middle,9.798127037
58440,1,Rajasthan,8,male,75,self employed,1,below middle,0
131679,2,J&K,10,male,29,self employed,1,Graduate & above,0
93014,2,Manipur,6,female,37,regular wage/salaried employees,10000,Secondary & higher,9.210340372
74505,1,Andhra Pradesh,9,female,42,self employed,6500,below middle,8.779557456
75791,1,Uttar Pradesh,22,male,59,self employed,6000,below middle,8.699514748
2593,1,Maharashtra,21,male,72,self employed,5000,below middle,8.517193191
1743,1,Gujarat,9,female,27,regular wage/salaried employees,28000,below middle,10.23995979
24239,1,West Bengal,6,male,50,casual labour,4333.333,below middle,8.374092271
7551,1,Uttrakhand,8,female,19,self employed,1,below middle,0
19877,2,Tamil Nadu,2,female,20,regular wage/salaried employees,12000,below middle,9.392661929
139823,2,Manipur,6,male,35,regular wage/salaried employees,18000,Graduate & above,9.798127037
145344,1,Kerala,10,male,66,self employed,5000,Graduate & above,8.517193191
104983,2,Haryana,8,male,30,regular wage/salaried employees,9200,Secondary & higher,9.126958763
126172,2,Punjab,10,male,26,regular wage/salaried employees,8000,Graduate & above,8.987196821
105686,2,Karnataka,1,male,40,self employed,20000,Secondary & higher,9.903487553
88044,2,Punjab,15,male,27,regular wage/salaried employees,8000,Secondary & higher,8.987196821
29130,1,Uttar Pradesh,57,female,42,self employed,1,below middle,0
79446,2,Tripura,1,male,50,self employed,7500,below middle,8.9226583
106561,1,Maharashtra,27,male,33,self employed,4000,Secondary & higher,8.29404964
145032,2,Rajasthan,1,female,29,self employed,1,Graduate & above,0
80996,1,Madhya Pradesh,15,female,20,casual labour,4853.333,below middle,8.487420964
55090,1,Uttar Pradesh,49,female,45,self employed,1,below middle,0
7461,2,Gujarat,5,male,21,self employed,1,below middle,0
73055,1,Rajasthan,26,male,47,self employed,7000,below middle,8.853665428
131275,2,Meghalaya,6,female,32,regular wage/salaried employees,30000,Graduate & above,10.30895266
86948,2,Gujarat,25,male,32,regular wage/salaried employees,9000,Secondary & higher,9.104979856
95805,2,Kerala,12,male,45,regular wage/salaried employees,9000,Secondary & higher,9.104979856
95073,1,Tamil Nadu,24,male,35,regular wage/salaried employees,11000,Secondary & higher,9.305650552
6780,1,Uttar Pradesh,25,male,35,casual labour,6846.667,below middle,8.831517243
90255,1,Andhra Pradesh,6,male,65,casual labour,9100,Secondary & higher,9.116029693
78087,2,Tamil Nadu,31,male,47,regular wage/salaried employees,15000,below middle,9.61580548
118042,2,Maharashtra,25,male,44,self employed,8000,Secondary & higher,8.987196821
62520,1,Tamil Nadu,7,female,33,self employed,5000,below middle,8.517193191
7686,1,Gujarat,9,male,53,self employed,8000,below middle,8.987196821
134395,2,Rajasthan,7,male,45,regular wage/salaried employees,50000,Graduate & above,10.81977828
67347,1,Punjab,12,male,32,self employed,500,below middle,6.214608098
2921,1,Puducherry,2,male,37,regular wage/salaried employees,16000,below middle,9.680344001
29195,1,Uttar Pradesh,5,male,28,self employed,12000,below middle,9.392661929
24017,1,Andhra Pradesh,4,female,47,casual labour,6976.667,below middle,8.850326575
12942,1,Uttar Pradesh,2,male,27,regular wage/salaried employees,9000,below middle,9.104979856
99679,1,Kerala,6,male,19,regular wage/salaried employees,15000,Secondary & higher,9.61580548
51119,1,Manipur,8,male,42,self employed,12000,below middle,9.392661929
53852,2,Tamil Nadu,1,female,40,regular wage/salaried employees,6000,below middle,8.699514748
41818,1,Tamil Nadu,25,male,45,self employed,9000,below middle,9.104979856
80567,2,Punjab,7,male,53,self employed,8000,below middle,8.987196821
44104,1,Madhya Pradesh,16,male,42,self employed,8000,below middle,8.987196821
37389,2,Maharashtra,34,female,45,regular wage/salaried employees,6000,below middle,8.699514748
68318,1,Chhattisgarh,26,male,54,self employed,3750,below middle,8.229511119
23608,1,Andhra Pradesh,9,female,39,self employed,1,below middle,0
142264,2,Manipur,5,female,60,self employed,6000,Graduate & above,8.699514748
26484,1,Madhya Pradesh,19,female,40,casual labour,2600,below middle,7.863266724
129564,2,Manipur,7,male,53,self employed,20000,Graduate & above,9.903487553
59263,1,J&K,1,male,30,casual labour,10400,below middle,9.249561085
143455,2,Assam,2,male,39,self employed,25000,Graduate & above,10.1266311
80607,2,Manipur,6,female,38,self employed,12000,below middle,9.392661929
19906,2,Uttar Pradesh,11,male,16,regular wage/salaried employees,8000,below middle,8.987196821
91487,2,Tamil Nadu,5,male,34,regular wage/salaried employees,9500,Secondary & higher,9.159047078
56830,1,Haryana,12,male,52,self employed,15000,below middle,9.61580548
88391,2,Jharkhand,4,male,40,self employed,10000,Secondary & higher,9.210340372
46253,1,Nagaland,10,female,30,self employed,1,below middle,0
123934,1,Jharkhand,15,male,33,self employed,25000,Secondary & higher,10.1266311
107390,1,Kerala,5,male,45,regular wage/salaried employees,18000,Secondary & higher,9.798127037
115703,1,Odisha,26,female,27,self employed,1,Secondary & higher,0
80284,1,Tamil Nadu,16,female,32,casual labour,4550,below middle,8.422882512
14953,2,West Bengal,16,female,32,regular wage/salaried employees,5000,below middle,8.517193191
138152,1,Manipur,1,male,40,regular wage/salaried employees,8000,Graduate & above,8.987196821
83180,1,Gujarat,8,male,59,self employed,9000,below middle,9.104979856
71134,1,Bihar,2,male,25,self employed,12000,below middle,9.392661929
51895,1,Bihar,4,male,31,self employed,6500,below middle,8.779557456
50996,1,Jharkhand,15,male,50,casual labour,10616.67,below middle,9.270180686
77567,1,Rajasthan,4,male,45,self employed,18000,below middle,9.798127037
90413,2,West Bengal,4,male,48,self employed,10000,Secondary & higher,9.210340372
82833,1,Kerala,7,male,54,casual labour,8666.667,below middle,9.067239567
104624,1,Arunachal Pradesh,7,male,38,self employed,6000,Secondary & higher,8.699514748
115457,1,Assam,1,male,40,casual labour,7366.667,Secondary & higher,8.904720644
125789,2,Telangana,1,male,38,regular wage/salaried employees,31500,Graduate & above,10.35774282
18226,1,Gujarat,5,male,50,self employed,9000,below middle,9.104979856
144448,2,Kerala,7,male,28,regular wage/salaried employees,1,Graduate & above,0
